Track_name,Track_artist,Track_album_name,Track_album_release_date,Genre,Playlist_name,Playlist_subgenre,Duration_min,Speechiness,Danceability,Energy,Mode,Instrumentalness,Valence,Key,Tempo,Loudness,Acousticness,Liveness,Track_popularity,Popularity_type
Beaches,beabadoobee,This Is How Tomorrow Moves,8/9/2024,rock,Rock This,modern,3.83,0.033,0.417,0.812,1,0.00002,0.419,10,82,-4,0.015,0.189,69,high
K.O.,"LAVINIA, Ely Oaks",K.O.,8/9/2024,electronic,Techno Bunker,techno,2.29,0.064,0.714,0.841,0,0.366,0.865,5,130,-5.9,0.062,0.596,72,high
APAGA EL CEL,"FloyyMenor, Lewis Somes",EL COMIENZO,8/9/2024,latin,Reggaeton Hits,reggaeton,3.08,0.037,0.696,0.496,0,0.0004,0.476,9,100,-7.5,0.273,0.063,76,high
TU TA RICA,"FloyyMenor, Lewis Somes",EL COMIENZO,8/9/2024,latin,Reggaeton Hits,reggaeton,2.08,0.068,0.755,0.507,0,0.00002,0.606,3,100,-6.8,0.293,0.18,76,high
Onlar Anlamaz Halden,Semicenk,Geçiyor Zaman,8/9/2024,turkish,Turkish Pop,pop,2.93,0.069,0.707,0.327,0,0.0148,0.181,0,90,-17.2,0.185,0.155,75,high
Old Money,AP Dhillon,Old Money,8/9/2024,hip-hop,Desi Hip-Hop,desi,2.13,0.071,0.864,0.733,0,0.00018,0.183,4,93,-3.3,0.144,0.166,71,high
Geçiyor Zaman,Semicenk,Geçiyor Zaman,8/9/2024,turkish,Turkish Pop,pop,2.57,0.038,0.629,0.729,0,0.00008,0.427,7,98,-5.2,0.431,0.253,75,high
Kader Sağ Olsun,Semicenk,Geçiyor Zaman,8/9/2024,turkish,Turkish Pop,pop,2.87,0.041,0.685,0.656,0,0,0.556,7,120,-8,0.702,0.318,70,high
Favourite Girl (with Rema),"Darkoo, Rema",Favourite Girl (with Rema),8/8/2024,afrobeats,Afro Hits,nigerian,3.07,0.211,0.455,0.812,1,0,0.823,8,100,-3.5,0.372,0.199,68,high
MMS,"Asake, Wizkid",Lungu Boy,8/8/2024,afrobeats,Afro Hits,nigerian,3.66,0.144,0.502,0.634,0,0.0341,0.645,8,101.8,-3.4,0.677,0.188,72,high
BACKBONE,"Chase & Status, Stormzy",BACKBONE,8/8/2024,gaming,Top Gaming Tracks,modern,2.77,0.254,0.777,0.934,1,0.00004,0.637,2,88,-1,0.285,0.275,77,high
Active,"Asake, Travis Scott",Lungu Boy,8/8/2024,arabic,Arab X,modern,2.88,0.042,0.869,0.64,0,0.00119,0.535,5,113,-7.7,0.011,0.075,68,high
Awolowo,Fido,Awolowo,8/7/2024,ambient,Meditative Vibes,meditative,2.26,0.118,0.619,0.385,0,0.00369,0.294,0,106.3,-11.3,0.129,0.179,71,high
Soltera - W Sound 01,"W Sound, Blessd, Ovy On The Drums",Soltera (W Sound 01),8/6/2024,latin,Viva Latino,modern,2.37,0.295,0.734,0.578,1,0.00024,0.88,1,200,-4.1,0.155,0.113,82,high
FIELD TRIP,"¥$, Playboi Carti, Don Toliver, Kodak Black",FIELD TRIP,8/3/2024,hip-hop,RapCaviar,modern,2.79,0.12,0.731,0.685,0,0,0.458,11,122,-4.7,0.054,0.087,72,high
Never Walk Alone,"BLOND:ISH, Stevie Appleton",Never Walk Alone,8/2/2024,electronic,Techno Bunker,techno,3.14,0.037,0.853,0.594,0,0.134,0.83,6,130,-6.8,0.052,0.047,71,high
Guess featuring billie eilish,"Charli xcx, Billie Eilish",Guess featuring Billie Eilish,8/1/2024,pop,Today's Top Hits,mainstream,2.42,0.098,0.776,0.667,1,0.3,0.618,7,130,-6.6,0.015,0.076,85,high
Mejores Jordans,"Victor Mendivil, Oscar Maydon",Mejores Jordans,7/30/2024,latin,Reggaeton Hits,reggaeton,3.91,0.269,0.669,0.583,1,0,0.271,1,115.2,-8.9,0.603,0.1,83,high
Sailor Song,Gigi Perez,Sailor Song,7/26/2024,pop,Today's Top Hits,mainstream,3.53,0.025,0.492,0.416,1,0.00009,0.297,11,94.9,-10.4,0.686,0.203,71,high
Touch,KATSEYE,Touch,7/26/2024,pop,Today's Top Hits,mainstream,2.16,0.044,0.739,0.904,0,0.00001,0.788,5,167,-2.7,0.549,0.095,85,high
Her,The American Dawn,Her,7/26/2024,rock,Feel Good Indie Rock,feel-good,3.57,0.025,0.66,0.603,0,0.0144,0.527,3,103,-7.7,0.006,0.075,73,high
Somedays,"Sonny Fodera, Jazzy, D.O.D",Somedays,7/26/2024,gaming,Top Gaming Tracks,modern,3.45,0.03,0.671,0.753,0,0.00001,0.543,4,127.9,-6,0.019,0.177,79,high
Sideways,"Gordo, Drake",DIAMANTE,7/26/2024,electronic,Afro House,afro house,4.23,0.049,0.655,0.57,0,0.43,0.487,5,121.8,-11.5,0.527,0.105,70,high
NEL,Fuerza Regida,PERO NO TE ENAMORES,7/25/2024,latin,Viva Latino,modern,2.48,0.2,0.69,0.482,0,0.0004,0.356,7,100,-6.3,0.523,0.073,88,high
Who,Jimin,MUSE,7/19/2024,pop,Today's Top Hits,mainstream,2.85,0.032,0.66,0.756,0,0,0.838,0,116,-3.7,0.003,0.193,92,high
I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",I Adore You (feat. Daecolm),7/19/2024,gaming,Top Gaming Tracks,modern,3.57,0.046,0.704,0.787,0,0.00538,0.31,11,120,-6.8,0.009,0.159,83,high
Black Friday (pretty like the sun),"Lost Frequencies, Tom Odell",Black Friday (pretty like the sun),7/19/2024,gaming,Top Gaming Tracks,modern,2.43,0.092,0.853,0.618,1,0.89,0.32,6,126,-10.8,0.633,0.097,83,high
KEEP UP,Odetari,KEEP UP // FROSTBITE,7/17/2024,gaming,Top Gaming Tracks,modern,2.22,0.066,0.476,0.829,0,0.00916,0.505,10,139.2,-3.8,0.017,0.167,84,high
PELIGROSA,FloyyMenor,PELIGROSA,7/12/2024,latin,Viva Latino,modern,2.28,0.058,0.776,0.442,0,0.00001,0.838,6,100,-9,0.319,0.072,81,high
OZEBA,Rema,HEIS,7/10/2024,afrobeats,African Heat,african,2.29,0.092,0.754,0.841,1,0,0.838,2,148,-4.6,0.136,0.09,68,high
Big Dawgs,"Hanumankind, Kalmi",Big Dawgs,7/9/2024,gaming,Top Gaming Tracks,modern,3.18,0.161,0.464,0.745,0,0,0.262,4,180.1,-3.2,0.024,0.363,85,high
WHINE IN BRAZIL FUNK,Ichiss,WHINE IN BRAZIL FUNK,7/9/2024,brazilian,Brazilian Funk,funk,1.8,0.295,0.863,0.907,0,0.00081,0.304,4,117.1,-5.1,0.068,0.182,72,high
Hm Hm hm,Youka,VENIN,7/5/2024,afrobeats,Afro Hits,nigerian,2.2,0.298,0.567,0.637,0,0.0346,0.882,9,171.3,-4,0.499,0.235,68,high
TOO COOL TO BE CARELESS,PAWSA,TOO COOL TO BE CARELESS,7/5/2024,gaming,Top Gaming Tracks,modern,3.67,0.043,0.805,0.781,0,0.302,0.818,1,128,-7.2,0.002,0.06,74,high
Rockstar,LISA,Rockstar,6/27/2024,k-pop,K-Pop Daebak,modern,2.3,0.046,0.668,0.628,1,0,0.568,8,140.1,-4.7,0.129,0.029,83,high
"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,6/21/2024,pop,Today's Top Hits,mainstream,2.62,0.033,0.53,0.406,1,0,0.338,10,115.9,-7.5,0.656,0.133,90,high
Si Antes Te Hubiera Conocido,KAROL G,Si Antes Te Hubiera Conocido,6/21/2024,pop,Today's Top Hits,mainstream,3.26,0.047,0.924,0.668,1,0.00059,0.787,11,128,-6.8,0.446,0.068,93,high
Small girl (feat. D.O.),"Lee Young Ji, D.O.",16 Fantasy,6/21/2024,k-pop,K-Pop Daebak,modern,3.16,0.223,0.77,0.597,1,0,0.875,1,170,-4.9,0.53,0.239,72,high
NEW DROP,Don Toliver,HARDSTONE PSYCHO,6/14/2024,pop,Today's Top Hits,mainstream,3.62,0.101,0.757,0.628,0,0.0209,0.321,4,120,-6.7,0.189,0.221,85,high
DEVIL IS A LIE,Tommy Richman,DEVIL IS A LIE,6/14/2024,gaming,Top Gaming Tracks,modern,2.18,0.132,0.904,0.452,1,0,0.613,9,90,-7.3,0.174,0.115,78,high
ABCD,NAYEON,NA,6/14/2024,k-pop,K-Pop Daebak,modern,2.71,0.061,0.682,0.926,0,0,0.86,3,106,-2.5,0.04,0.19,73,high
Barcelona,"Alan Walker, Ina Wroldsen",Barcelona,6/13/2024,pop,Scandi Pop,scandi,3.42,0.128,0.645,0.89,1,0.00001,0.421,6,126.9,-5,0.259,0.376,69,high
Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,6/7/2024,pop,Today's Top Hits,mainstream,2.96,0.042,0.727,0.782,0,0.336,0.655,8,120,-8.5,0.056,0.225,86,high
Apple,Charli xcx,BRAT,6/7/2024,gaming,Top Gaming Tracks,modern,2.53,0.034,0.804,0.957,1,0.0174,0.962,0,126,-5.5,0.125,0.114,83,high
360,Charli xcx,BRAT,6/7/2024,gaming,Top Gaming Tracks,modern,2.23,0.047,0.857,0.62,1,0.244,0.796,0,120,-8.1,0.646,0.093,81,high
Gata Only (Remix),"FloyyMenor, Ozuna, Anitta",Gata Only (Remix),6/7/2024,latin,Reggaeton Hits,reggaeton,3.84,0.038,0.725,0.681,0,0,0.762,8,100,-5.3,0.318,0.107,73,high
Yamore,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",Yamore,6/7/2024,electronic,Afro House,afro house,4.13,0.065,0.795,0.577,0,0.147,0.206,1,120,-9.6,0.003,0.051,75,high
Please Please Please,Sabrina Carpenter,Please Please Please,6/6/2024,pop,Today's Top Hits,mainstream,3.11,0.054,0.669,0.586,1,0,0.579,9,107.1,-6.1,0.274,0.104,88,high
No One Noticed,The Marías,Submarine,5/31/2024,pop,Today's Top Hits,mainstream,3.95,0.028,0.705,0.339,1,0.0814,0.457,7,98,-10.6,0.552,0.12,84,high
Help Me,Real Boston Richey,Help Me,5/31/2024,hip-hop,RapCaviar,modern,3.02,0.259,0.749,0.709,1,0,0.564,6,78.5,-6.4,0.155,0.329,73,high
Houdini,Eminem,Houdini,5/31/2024,gaming,Top Gaming Tracks,modern,3.79,0.068,0.936,0.887,0,0,0.889,9,127,-2.8,0.029,0.058,81,high
Supernova,aespa,Armageddon - The 1st Album,5/27/2024,k-pop,K-Pop Daebak,modern,2.98,0.082,0.745,0.747,0,0,0.363,11,120.1,-4.3,0.007,0.074,72,high
Armageddon,aespa,Armageddon - The 1st Album,5/27/2024,k-pop,K-Pop Daebak,modern,3.27,0.067,0.695,0.786,1,0,0.465,9,92,-2,0.067,0.109,74,high
How Sweet,NewJeans,How Sweet,5/24/2024,k-pop,K-Pop Daebak,modern,3.65,0.062,0.803,0.895,1,0.00001,0.757,1,125,-2.9,0.082,0.154,78,high
BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),5/23/2024,hip-hop,Gangster Rap,gangster,2.35,0.204,0.882,0.764,1,0,0.886,11,140.1,-5.2,0.359,0.119,81,high
SI NO ES CONTIGO,Cris Mj,SI NO ES CONTIGO,5/23/2024,latin,Reggaeton Hits,reggaeton,2.6,0.043,0.763,0.626,0,0.225,0.78,5,100,-5.6,0.086,0.205,85,high
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,5/17/2024,pop,Today's Top Hits,mainstream,3.51,0.036,0.747,0.507,1,0.0608,0.438,2,105,-10.2,0.2,0.117,97,high
WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,5/17/2024,pop,Today's Top Hits,mainstream,4.36,0.043,0.467,0.247,0,0.00027,0.126,6,148.1,-12,0.612,0.17,93,high
Winning Speech,"Karan Aujla, Mxrci",Winning Speech,5/16/2024,hip-hop,Desi Hip-Hop,desi,3.79,0.363,0.461,0.78,0,0,0.448,11,171.3,-5,0.128,0.181,75,high
Te Maceto Depois Do Baile,"DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf",Te Maceto Depois Do Baile,5/14/2024,brazilian,Brazilian Funk,funk,3.33,0.428,0.89,0.789,1,0,0.758,11,130.1,-1.8,0.147,0.192,69,high
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",I Had Some Help,5/10/2024,pop,Today's Top Hits,mainstream,2.97,0.026,0.638,0.855,1,0,0.731,7,128,-4.9,0.008,0.245,84,high
Stargazing,Myles Smith,Stargazing,5/10/2024,pop,Today's Top Hits,mainstream,2.88,0.03,0.635,0.601,0,0,0.332,1,124,-6.1,0.246,0.11,88,high
one of wun,Gunna,One of Wun,5/10/2024,gaming,Top Gaming Tracks,modern,2.4,0.27,0.915,0.453,0,0.00016,0.287,10,139.9,-4.6,0.087,0.104,84,high
on one tonight,Gunna,One of Wun,5/10/2024,gaming,Top Gaming Tracks,modern,1.51,0.135,0.887,0.727,0,0,0.932,4,130,-4.3,0.381,0.213,82,high
SPIDER,"GIMS, DYSTINCT",SPIDER,5/10/2024,hip-hop,French Rap Classics,french,3.15,0.197,0.823,0.691,0,0,0.707,9,120,-7.3,0.077,0.1,74,high
MVP,Shubh,MVP,5/10/2024,hip-hop,Desi Hip-Hop,desi,3.28,0.074,0.742,0.572,0,0.00428,0.644,7,88,-8.2,0.391,0.318,70,high
MTG QUEM NÃO QUER SOU EU,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",MTG QUEM NÃO QUER SOU EU,5/10/2024,brazilian,Brazilian Funk,funk,2.06,0.372,0.492,0.427,0,0.00482,0.443,9,80.5,-6.4,0.364,0.53,77,high
Not Like Us,Kendrick Lamar,Not Like Us,5/4/2024,pop,Today's Top Hits,mainstream,4.57,0.078,0.898,0.472,1,0,0.214,1,101.1,-7,0.011,0.141,88,high
Que Se Cuide,"Luis R Conriquez, Joel De La P, Chimbala",Que Se Cuide,5/4/2024,latin,Reggaeton Hits,reggaeton,2.59,0.329,0.937,0.779,0,0.00007,0.95,4,128,-3.5,0.22,0.041,71,high
misses,Dominic Fike,14 minutes,5/3/2024,rock,Feel Good Indie Rock,feel-good,1.24,0.028,0.578,0.509,1,0.734,0.586,2,119.9,-6.2,0.13,0.344,80,high
Miles On It,"Marshmello, Kane Brown",Miles On It,5/3/2024,gaming,Top Gaming Tracks,modern,2.81,0.047,0.634,0.761,1,0,0.785,5,130,-4.8,0.005,0.549,81,high
Honey Boy (feat. Nile Rodgers & Shenseea),"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",Honey Boy (feat. Nile Rodgers & Shenseea),5/3/2024,electronic,Techno Bunker,techno,3.79,0.054,0.724,0.8,0,0.00009,0.925,5,120,-5.5,0.01,0.082,68,high
Imagine,Carbonne,Imagine,5/3/2024,electronic,French Touch,french,2.76,0.075,0.788,0.627,0,0,0.909,0,118.1,-9.1,0.693,0.232,74,high
euphoria,Kendrick Lamar,euphoria,4/30/2024,gaming,Top Gaming Tracks,modern,6.39,0.11,0.831,0.643,1,0,0.142,1,139.9,-5,0.046,0.084,78,high
SPOT!,"ZICO, JENNIE",SPOT!,4/26/2024,k-pop,K-Pop Daebak,modern,2.8,0.078,0.875,0.782,0,0,0.906,5,108,-3.9,0.151,0.113,78,high
ADIVINO,"Myke Towers, Bad Bunny",ADIVINO,4/25/2024,latin,Reggaeton Hits,reggaeton,4.64,0.074,0.786,0.854,0,0.00002,0.522,10,118,-2.4,0.169,0.106,77,high
For Life (feat. Nile Rodgers),"Kygo, Zak Abel, Nile Rodgers",For Life (feat. Nile Rodgers),4/19/2024,electronic,Tropical House,tropical,2.93,0.074,0.571,0.791,1,0,0.585,1,122.1,-5.9,0.049,0.061,70,high
Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",THE TORTURED POETS DEPARTMENT,4/18/2024,pop,Today's Top Hits,mainstream,3.82,0.031,0.504,0.386,1,0.00002,0.281,11,192,-11,0.502,0.096,84,high
I Can Do It With a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT,4/18/2024,gaming,Top Gaming Tracks,modern,3.63,0.05,0.701,0.751,1,0,0.22,0,130,-8.4,0.123,0.15,83,high
Guay,"Ozuna, Bad Gyal",Guay,4/18/2024,latin,Reggaeton Hits,reggaeton,3.51,0.051,0.88,0.766,0,0.00002,0.594,1,96,-2.9,0.088,0.382,69,high
THE BOX MEDLEY FUNK 2,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",THE BOX MEDLEY FUNK 2,4/18/2024,brazilian,Brazilian Funk,funk,4.44,0.105,0.778,0.687,0,0.0105,0.839,11,117,-8.6,0.578,0.356,78,high
Dealer,"Ayo Maff, Fireboy DML",Dealer,4/16/2024,afrobeats,African Heat,african,3.01,0.138,0.49,0.651,1,0.00001,0.567,11,67.8,-6.3,0.714,0.108,68,high
A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy),4/12/2024,pop,Today's Top Hits,mainstream,2.85,0.027,0.722,0.709,1,0,0.604,9,81,-5,0.063,0.08,86,high
Espresso,Sabrina Carpenter,Espresso,4/12/2024,pop,Today's Top Hits,mainstream,2.92,0.029,0.701,0.76,1,0.00007,0.69,0,104,-5.5,0.107,0.185,90,high
Stronger,Young Jonn,Jiggy Forever,4/12/2024,afrobeats,African Heat,african,2.36,0.106,0.726,0.819,1,0.0001,0.636,8,110.1,-7.1,0.477,0.27,70,high
Nobody - from Kaiju No. 8,OneRepublic,Nobody (from Kaiju No. 8),4/12/2024,j-pop,Anime Hits,anime,2.56,0.031,0.693,0.811,1,0,0.944,5,140,-5.8,0.395,0.106,69,high
Problemas de um Milionário,"WIU, Teto",Problemas de um Milionário,4/10/2024,hip-hop,Trap,trap,2.41,0.259,0.93,0.484,1,0.00007,0.747,2,133,-5.5,0.355,0.092,70,high
Sudden Shower,ECLIPSE,"Lovely Runner, Pt. 1 (Original Soundtrack)",4/8/2024,korean,K-Drama OSTs,drama,3.88,0.029,0.469,0.506,1,0,0.217,0,133.4,-6.3,0.587,0.102,70,high
"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",4/5/2024,pop,Today's Top Hits,mainstream,3.64,0.036,0.7,0.582,0,0,0.785,11,116.7,-6,0.05,0.088,94,high
Slow It Down,Benson Boone,Fireworks & Rollerblades,4/5/2024,gaming,Top Gaming Tracks,modern,2.7,0.069,0.432,0.583,1,0,0.544,8,181.5,-4.7,0.174,0.093,87,high
Santa,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,4/4/2024,latin,Reggaeton Hits,reggaeton,3.22,0.129,0.725,0.709,0,0.00019,0.648,3,100,-5,0.321,0.114,79,high
SHEESH,BABYMONSTER,BABYMONS7ER,4/1/2024,k-pop,K-Pop Daebak,modern,2.84,0.169,0.774,0.728,1,0,0.461,2,140,-5.1,0.113,0.047,78,high
Addicted,"Zerb, The Chainsmokers, Ink",Addicted,3/29/2024,gaming,Top Gaming Tracks,modern,2.54,0.037,0.771,0.741,0,0.00016,0.19,5,120.1,-7.1,0.025,0.111,81,high
Bandana,Shubh,Bandana,3/29/2024,hip-hop,Desi Hip-Hop,desi,2.58,0.148,0.716,0.718,0,0,0.91,6,89.9,-5.3,0.045,0.192,73,high
Ela Joga na Hora,"Mc Pogba, DJ Guih Da ZO",Ela Joga na Hora,3/28/2024,brazilian,Brazilian Funk,funk,2.22,0.222,0.949,0.669,0,0.00059,0.843,2,130.1,-3.9,0.36,0.169,78,high
Feel It - From The Original Series “Invincible”,d4vd,Feel It (From The Original Series “Invincible”),3/28/2024,rock,Feel Good Indie Rock,feel-good,2.63,0.088,0.565,0.593,1,0,0.429,8,120.5,-5.9,0.029,0.215,78,high
BBY BOO - REMIX,"iZaak, JHAYCO, Anuel AA",BBY BOO (REMIX),3/27/2024,latin,Reggaeton Hits,reggaeton,4.6,0.151,0.703,0.617,1,0.00001,0.486,5,174,-5.7,0.215,0.433,75,high
Smoothie,NCT DREAM,DREAM( )SCAPE,3/25/2024,k-pop,K-Pop Daebak,modern,3.13,0.157,0.801,0.774,1,0,0.383,1,109.9,-3.6,0.009,0.097,69,high
Love You With All My Heart,Crush,"Queen of Tears (Original Television Soundtrack), Pt.4",3/24/2024,korean,K-Drama OSTs,drama,4.07,0.03,0.46,0.326,1,0,0.214,4,134,-8.2,0.763,0.087,69,high
Too Sweet,Hozier,Unheard,3/22/2024,pop,Today's Top Hits,mainstream,4.19,0.041,0.741,0.62,1,0.00081,0.934,10,117,-5.5,0.03,0.04,77,high
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",WE DON'T TRUST YOU,3/22/2024,hip-hop,RapCaviar,modern,3.8,0.129,0.64,0.552,1,0,0.112,2,144.9,-5.7,0.022,0.119,84,high
Like That,"Future, Metro Boomin, Kendrick Lamar",WE DON'T TRUST YOU,3/22/2024,hip-hop,Trap,trap,4.46,0.231,0.814,0.676,0,0.00001,0.312,11,162,-4.7,0.007,0.119,83,high
i like the way you kiss me,Artemas,i like the way you kiss me,3/19/2024,gaming,Top Gaming Tracks,modern,2.38,0.045,0.599,0.946,1,0.0106,0.747,11,151.6,-4.3,0.001,0.083,84,high
SLAY!,Eternxlkz,SLAY!,3/15/2024,gaming,Top Gaming Tracks,modern,1.78,0.035,0.681,0.773,1,0.734,0.504,1,129.9,-4.7,0.086,0.098,80,high
we can't be friends (wait for your love),Ariana Grande,eternal sunshine,3/8/2024,pop,Today's Top Hits,mainstream,3.81,0.043,0.645,0.646,1,0.00003,0.295,5,115.8,-8.3,0.062,0.074,81,high
Lan,Zeynep Bastık,Lan,3/8/2024,turkish,Turkish Pop,pop,3.27,0.065,0.406,0.622,0,0.00001,0.567,3,204,-7.6,0.497,0.309,69,high
It's Not Right But It's Okay,Mr. Belt & Wezol,It's Not Right But It's Okay,2/23/2024,electronic,Techno Bunker,techno,2.54,0.052,0.755,0.86,0,0.00001,0.618,5,128,-4.8,0.014,0.344,77,high
Famax - Edit,RAFFA GUIDO,Famax,2/23/2024,electronic,Afro House,afro house,3.56,0.036,0.808,0.83,1,0.809,0.465,1,121,-8.2,0.006,0.403,69,high
Belong Together,Mark Ambor,Belong Together,2/16/2024,pop,Today's Top Hits,mainstream,2.47,0.028,0.646,0.668,1,0,0.64,2,91,-5.2,0.491,0.212,82,high
Breathe,Yeat,2093,2/16/2024,gaming,Top Gaming Tracks,modern,2.85,0.062,0.76,0.546,1,0.924,0.113,11,118.1,-13.1,0.028,0.103,73,high
Whatever She Wants,Bryson Tiller,Whatever She Wants,2/13/2024,gaming,Top Gaming Tracks,modern,2.69,0.066,0.803,0.512,0,0,0.435,9,96,-6.9,0.128,0.093,78,high
Somebody (2024),"Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone",Somebody (2024),2/9/2024,gaming,Top Gaming Tracks,modern,2.56,0.042,0.848,0.629,1,0.18,0.586,0,130,-6.2,0.016,0.049,77,high
CUTE DEPRESSED,Dyan Dxddy,CUTE DEPRESSED,2/2/2024,gaming,Top Gaming Tracks,modern,1.62,0.145,0.83,0.919,0,0.748,0.848,10,151.2,-2.1,0.503,0.076,76,high
Happier (feat. Clementine Douglas),"The Blessed Madonna, Clementine Douglas",Happier (feat. Clementine Douglas),2/2/2024,electronic,Techno Bunker,techno,2.84,0.044,0.785,0.831,1,0.0105,0.673,0,126.1,-3.7,0.004,0.086,68,high
Gata Only,"FloyyMenor, Cris Mj",Gata Only,2/2/2024,latin,Reggaeton Hits,reggaeton,3.7,0.051,0.791,0.499,0,0.00002,0.669,8,100,-8.5,0.446,0.09,87,high
A Cold Sunday,Lil Yachty,A Cold Sunday,2/2/2024,hip-hop,Chill Hop,chill,1.79,0.23,0.575,0.86,0,0,0.834,9,76.5,-3.2,0.298,0.097,72,high
Black Friday,Tom Odell,Black Friday,1/26/2024,ambient,Dark Academia,academic,3.69,0.033,0.48,0.199,1,0.0563,0.201,6,165.5,-12.4,0.931,0.098,71,high
FUNKED UP - SLOWED,"xxanteria, isq",FUNKED UP,1/19/2024,gaming,Top Gaming Tracks,modern,1.92,0.065,0.755,0.927,0,0.925,0.702,11,110,0.3,0.003,0.057,77,high
Whatever,"Kygo, Ava Max",Whatever,1/19/2024,gaming,Top Gaming Tracks,modern,2.97,0.066,0.58,0.777,1,0,0.589,3,108,-5.7,0.104,0.342,76,high
Abyss - from Kaiju No. 8,YUNGBLUD,Abyss (from Kaiju No. 8),1/19/2024,j-pop,Anime Hits,anime,2.05,0.041,0.576,0.808,1,0,0.172,1,115.1,-4.2,0.006,0.127,68,high
Touches,Somnum Magnam,Touches,1/19/2024,ambient,Ambient Chill,chill,2.41,0.053,0.138,0.002,1,0.971,0.155,5,141,-43.6,0.977,0.095,72,high
Down With Me,Lil Tecca,TEC (Bonus),1/19/2024,hip-hop,Melodic Rap,melodic,2,0.054,0.712,0.588,0,0,0.471,9,114.9,-5.3,0.112,0.21,70,high
Beautiful Things,Benson Boone,Beautiful Things,1/18/2024,pop,Today's Top Hits,mainstream,3.01,0.06,0.472,0.471,1,0,0.219,10,105,-5.7,0.151,0.14,85,high
redrum,21 Savage,american dream,1/12/2024,gaming,Top Gaming Tracks,modern,4.51,0.049,0.625,0.733,1,0.00098,0.244,2,172.1,-8.8,0.006,0.375,81,high
Scared To Start,Michael Marcagi,Scared To Start,1/12/2024,folk,Indie Folk,indie,2.66,0.035,0.527,0.551,1,0,0.443,7,148,-11.3,0.384,0.403,84,high
Alibi (feat. Rudimental),"Ella Henderson, Rudimental",Alibi (feat. Rudimental),1/12/2024,electronic,Techno Bunker,techno,3.08,0.037,0.545,0.793,0,0.00281,0.411,0,87,-3.6,0.191,0.335,74,high
Deep In Your Love,"Alok, Bebe Rexha",Deep In Your Love,1/12/2024,electronic,Techno Bunker,techno,2.41,0.035,0.588,0.88,1,0.00007,0.523,7,130.1,-5.2,0.024,0.067,68,high
Bling-Bang-Bang-Born,Creepy Nuts,Bling-Bang-Bang-Born,1/7/2024,j-pop,Anime Hits,anime,2.8,0.246,0.853,0.822,0,0.00985,0.746,6,157,-6.8,0.084,0.166,80,high
King Shit,Shubh,Leo,1/5/2024,hip-hop,Desi Hip-Hop,desi,3.78,0.06,0.794,0.566,0,0.00017,0.68,11,86,-8.4,0.301,0.151,72,high
Harpy Hare,Yaelokre,Harpy Hare,1/4/2024,folk,Nordic Folk,nordic,3.02,0.035,0.645,0.533,1,0.00001,0.349,2,130,-11.7,0.644,0.2,76,high
You & Me - Rivo Remix,"Disclosure, Eliza Doolittle, Rivo",You & Me (Rivo Remix),12/22/2023,gaming,Top Gaming Tracks,modern,3.48,0.056,0.702,0.797,0,0.495,0.036,10,122,-6.6,0.583,0.179,79,high
TUMBÁTUM,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",Baile do Bruxo (DELUXE),12/22/2023,brazilian,Brazilian Funk,funk,2.02,0.271,0.711,0.59,0,0,0.702,6,86.4,-6,0.26,0.08,70,high
Beso (Fruta Fresca),"Wakyin, Carlos Vives",Beso (Fruta Fresca),12/13/2023,electronic,Afro House,afro house,3.29,0.152,0.787,0.723,0,0.00447,0.579,10,124,-7,0.051,0.085,70,high
BELLAKEO,"Peso Pluma, Anitta",BELLAKEO,12/7/2023,latin,Reggaeton Hits,reggaeton,3.29,0.101,0.72,0.88,1,0.06,0.463,9,180,-2.8,0.056,0.153,75,high
Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),12/1/2023,gaming,Top Gaming Tracks,modern,2.33,0.049,0.673,0.95,1,0.0823,0.563,11,150,-5.1,0.023,0.398,81,high
