Track_name,Track_artist,Track_album_name,Track_album_release_date,Genre,Playlist_name,Playlist_subgenre,Duration_min,Speechiness,Danceability,Energy,Mode,Instrumentalness,Valence,Key,Tempo,Loudness,Acousticness,Liveness,Track_popularity,Popularity_type
Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",Confessions (Expanded Edition),3/23/2004,pop,Throwback Party,throwback,4.17,0.112,0.894,0.791,1,0,0.583,2,105,-4.7,0.018,0.039,84,high
Let Me Love You,Mario,Turning Point,3/15/2004,r&b,R&B Hits,modern,4.15,0.055,0.686,0.588,0,0,0.617,7,94.5,-8.3,0.178,0.095,75,high
Take Me Out,Franz Ferdinand,Franz Ferdinand,2/16/2004,rock,Alternative Rock,alternative,3.95,0.038,0.277,0.663,0,0.00051,0.527,4,104.6,-8.8,0,0.136,80,high
Duality,Slipknot,Vol. 3: The Subliminal Verses,1/1/2004,metal,Metal Essentials,classic,4.21,0.168,0.354,0.982,0,0.00029,0.194,4,143.8,-3,0,0.204,80,high
Call Me,Blondie,Call Me,1/1/2004,rock,80s Rock Anthems,80s,3.54,0.035,0.553,0.833,0,0.00246,0.773,2,142.7,-6.7,0.001,0.074,69,high
1985,Bowling For Soup,A Hangover You Don't Deserve,1/1/2004,punk,Pop Punk Powerhouses,pop punk,3.22,0.06,0.606,0.887,1,0,0.903,4,120,-4.4,0,0.337,69,high
My Happy Ending,Avril Lavigne,Under My Skin,1/1/2004,punk,Pop Punk Powerhouses,pop punk,4.04,0.076,0.414,0.936,1,0,0.74,2,170.2,-2.4,0.001,0.369,70,high
Nuvole Bianche,Ludovico Einaudi,Una Mattina,1/1/2004,classical,Neo-Classical,neo-classical,5.96,0.058,0.191,0.058,1,0.89,0.045,8,132.6,-25.4,0.961,0.094,70,high
La Camisa Negra,Juanes,Mi Sangre,1/1/2004,rock,Spanish Rock Classics,spanish,3.61,0.031,0.751,0.731,0,0,0.973,6,97,-4.4,0.084,0.056,72,high
Nada Valgo Sin Tu Amor,Juanes,Mi Sangre,1/1/2004,rock,Spanish Rock Classics,spanish,3.27,0.027,0.601,0.643,1,0,0.387,0,77,-4.6,0.155,0.283,70,high
If I Ain't Got You,Alicia Keys,The Diary Of Alicia Keys,12/2/2003,r&b,R&B Hits,modern,3.81,0.106,0.609,0.444,1,0.00001,0.166,7,118.4,-9.1,0.603,0.104,81,high
Toxic,Britney Spears,In The Zone,11/13/2003,pop,Throwback Party,throwback,3.31,0.114,0.774,0.838,0,0.025,0.924,5,143,-3.9,0.025,0.242,83,high
Breaking the Habit,Linkin Park,Meteora (Bonus Edition),9/16/2003,rock,Alternative Rock,alternative,3.27,0.031,0.58,0.865,0,0,0.587,4,100,-4.4,0.105,0.106,74,high
Pa' Que Retozen,Tego Calderón,El Abayarde,7/1/2003,latin,Reggaeton Hits,reggaeton,2.53,0.122,0.815,0.856,0,0.00008,0.872,1,92,-3.8,0.4,0.244,78,high
Eres,Café Tacvba,Cuatro Caminos,7/1/2003,rock,Spanish Rock Classics,spanish,4.46,0.027,0.583,0.731,0,0.0136,0.446,9,150,-6.2,0.011,0.238,74,high
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",Dangerously In Love,6/24/2003,pop,Throwback Party,throwback,3.94,0.226,0.646,0.77,0,0,0.681,2,99.2,-6.6,0.002,0.072,77,high
Seven Nation Army,The White Stripes,Elephant,4/1/2003,rock,Rock Classics,classic,3.87,0.068,0.743,0.446,0,0.118,0.278,4,123.6,-7.8,0.004,0.337,82,high
In the Shadows,The Rasmus,Dead Letters,3/24/2003,rock,Alternative Rock,alternative,4.3,0.028,0.6,0.796,1,0.00005,0.75,2,106,-4.5,0,0.484,71,high
Bring Me To Life,Evanescence,Fallen,3/4/2003,punk,Pop Punk Powerhouses,pop punk,3.93,0.07,0.331,0.943,0,0,0.296,4,94.6,-3.2,0.007,0.242,83,high
Many Men (Wish Death),50 Cent,Get Rich Or Die Tryin',2/6/2003,hip-hop,Gangster Rap,gangster,4.27,0.354,0.654,0.826,0,0.00146,0.417,6,108.5,-2.9,0.015,0.131,71,high
Are You Gonna Be My Girl,Jet,Get Born,1/1/2003,rock,Indie Rock Roadtrip,indie,3.56,0.081,0.606,0.957,1,0.0003,0.603,2,105.1,-3.4,0.001,0.14,72,high
Stacy's Mom,Fountains Of Wayne,Welcome Interstate Managers,1/1/2003,punk,Pop Punk Powerhouses,pop punk,3.3,0.041,0.774,0.75,0,0.00002,0.927,11,118,-4.9,0.002,0.081,72,high
I Miss You,blink-182,blink-182,1/1/2003,punk,Pop Punk Powerhouses,pop punk,3.79,0.034,0.655,0.781,1,0.00001,0.584,11,110,-6.5,0.001,0.087,75,high
Ocean Avenue,Yellowcard,Ocean Avenue,1/1/2003,punk,Pop Punk Powerhouses,pop punk,3.3,0.064,0.486,0.904,0,0.00003,0.786,6,173.7,-3.8,0,0.095,71,high
Like a Stone,Audioslave,Audioslave,11/17/2002,rock,Alternative Rock,alternative,4.9,0.028,0.614,0.568,0,0,0.516,7,107.8,-5.5,0.008,0.1,77,high
Rock Your Body,Justin Timberlake,Justified,11/4/2002,pop,Throwback Party,throwback,4.45,0.141,0.892,0.714,0,0.00023,0.817,4,101,-6.1,0.201,0.052,78,high
Te Lo Pido por Favor,Jaguares,El Primer Instinto,10/22/2002,rock,Spanish Rock Classics,spanish,3.44,0.026,0.648,0.659,1,0.00031,0.532,2,106.2,-6.4,0.115,0.19,68,high
The Anthem,Good Charlotte,The Young and The Hopeless,10/4/2002,punk,Pop Punk Powerhouses,pop punk,2.92,0.126,0.494,0.939,1,0,0.893,1,177.8,-3.1,0.007,0.139,75,high
The Scientist,Coldplay,A Rush of Blood to the Head,8/27/2002,pop,Soft Pop Hits,soft,5.16,0.024,0.557,0.442,1,0.00001,0.213,5,146.3,-7.2,0.731,0.11,84,high
In My Place,Coldplay,A Rush of Blood to the Head,8/27/2002,rock,Alternative Rock,alternative,3.78,0.028,0.424,0.588,1,0,0.193,9,144.6,-5.5,0.055,0.298,74,high
Can't Stop,Red Hot Chili Peppers,By the Way (Deluxe Edition),7/9/2002,rock,Alternative Rock,alternative,4.48,0.046,0.618,0.938,1,0,0.875,9,91.5,-3.4,0.018,0.167,81,high
By the Way,Red Hot Chili Peppers,By the Way (Deluxe Edition),7/9/2002,rock,Alternative Rock,alternative,3.62,0.107,0.451,0.97,1,0.00355,0.198,0,122.4,-4.9,0.026,0.102,74,high
Dilemma,"Nelly, Kelly Rowland",Nellyville,6/25/2002,r&b,R&B Hits,modern,4.82,0.14,0.727,0.552,0,0.00016,0.607,2,168.2,-8.1,0.226,0.198,77,high
Hot In Herre,Nelly,Nellyville,6/25/2002,pop,Throwback Party,throwback,3.8,0.124,0.956,0.741,0,0,0.911,11,107.1,-4.8,0.204,0.062,74,high
Complicated,Avril Lavigne,Let Go,6/4/2002,pop,Soft Pop Hits,soft,4.08,0.046,0.585,0.776,1,0.00001,0.427,5,78,-5.9,0.057,0.3,81,high
Sk8er Boi,Avril Lavigne,Let Go,6/4/2002,punk,Pop Punk Powerhouses,pop punk,3.4,0.048,0.487,0.9,1,0,0.484,0,149.9,-4.4,0,0.358,77,high
I'm with You,Avril Lavigne,Let Go,6/4/2002,punk,Pop Punk Powerhouses,pop punk,3.72,0.029,0.457,0.406,1,0,0.208,9,152,-7.5,0.08,0.117,73,high
A Thousand Miles,Vanessa Carlton,Be Not Nobody,4/30/2002,pop,Soft Pop Hits,soft,3.96,0.038,0.56,0.825,1,0,0.268,11,94.9,-3.9,0.323,0.161,75,high
I'm Alive,Céline Dion,A New Day Has Come,3/22/2002,blues,Classic Blues,classic,3.5,0.038,0.691,0.64,1,0.00001,0.452,8,102,-5.1,0.025,0.2,69,high
No One Knows,Queens of the Stone Age,Songs For The Deaf,1/1/2002,rock,Rock Classics,classic,4.65,0.057,0.509,0.584,1,0.0001,0.685,0,170.4,-4.9,0.037,0.384,69,high
Foolish,Ashanti,Ashanti,1/1/2002,r&b,R&B Hits,modern,3.79,0.053,0.665,0.695,1,0,0.707,0,90.1,-5.8,0.347,0.106,72,high
This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,1/1/2002,pop,Soft Pop Hits,soft,3.44,0.038,0.712,0.862,0,0,0.809,5,95.1,-4.6,0.053,0.093,82,high
She Will Be Loved - Radio Mix,Maroon 5,Songs About Jane: 10th Anniversary Edition,1/1/2002,pop,Soft Pop Hits,soft,4.32,0.028,0.651,0.663,0,0,0.465,0,102,-5.6,0.228,0.099,80,high
A Dios Le Pido,Juanes,Un Día Normal,1/1/2002,rock,Spanish Rock Classics,spanish,3.42,0.056,0.673,0.84,1,0,0.94,7,97,-3.6,0.068,0.097,72,high
Es Por Ti,Juanes,Un Día Normal,1/1/2002,rock,Spanish Rock Classics,spanish,4.18,0.026,0.696,0.758,1,0.00003,0.858,4,129.9,-6.1,0.172,0.189,77,high
Fotografía,"Juanes, Nelly Furtado",Un Día Normal,1/1/2002,rock,Spanish Rock Classics,spanish,3.97,0.052,0.487,0.715,1,0,0.638,7,84.1,-4.4,0.294,0.195,68,high
"Whenever, Wherever",Shakira,Laundry Service,11/13/2001,pop,Throwback Party,throwback,3.27,0.041,0.794,0.832,0,0.00001,0.871,1,107.7,-4.9,0.237,0.203,74,high
Don't Stop Believin',Journey,The Essential Journey,10/16/2001,rock,80s Rock Anthems,80s,4.15,0.039,0.491,0.802,1,0,0.472,4,119.3,-7.1,0.25,0.387,72,high
Always On Time,"Ja Rule, Ashanti",Pain Is Love,10/2/2001,r&b,R&B Hits,modern,4.08,0.29,0.838,0.705,0,0,0.837,5,96.6,-6.1,0.195,0.336,72,high
Can't Get You out of My Head,Kylie Minogue,Fever,10/1/2001,pop,Throwback Party,throwback,3.84,0.034,0.766,0.563,0,0.683,0.964,9,126,-7.5,0.026,0.115,78,high
Chop Suey!,System Of A Down,Toxicity,9/4/2001,metal,Metal Essentials,classic,3.5,0.119,0.417,0.934,0,0.0015,0.287,7,127.1,-3.9,0,0.132,83,high
Family Affair,Mary J. Blige,No More Drama,8/28/2001,r&b,R&B Hits,modern,4.43,0.045,0.911,0.551,0,0.00004,0.969,8,92.9,-3.8,0.133,0.086,78,high
U Remind Me,USHER,8701,8/7/2001,r&b,R&B Hits,modern,4.45,0.078,0.657,0.629,1,0,0.726,6,94,-4.9,0.194,0.254,69,high
U Got It Bad,USHER,8701,8/7/2001,r&b,R&B Hits,modern,4.13,0.03,0.816,0.5,1,0,0.649,1,124,-4.6,0.023,0.073,69,high
Someday,The Strokes,Is This It,7/30/2001,rock,Feel Good Indie Rock,feel-good,3.06,0.03,0.539,0.521,1,0,0.679,9,106,-7.5,0.004,0.367,69,high
Fallin',Alicia Keys,Songs In A Minor,6/5/2001,r&b,R&B Hits,modern,3.5,0.037,0.652,0.609,0,0.00101,0.482,11,96,-7.5,0.263,0.233,76,high
Schism,TOOL,Lateralus,5/15/2001,metal,Metal Essentials,classic,6.73,0.03,0.567,0.714,0,0.417,0.191,9,107.4,-8.5,0.001,0.186,68,high
Drops of Jupiter (Tell Me),Train,Drops Of Jupiter,3/27/2001,pop,Soft Pop Hits,soft,4.33,0.028,0.481,0.638,1,0,0.497,0,79.1,-5.9,0.153,0.154,80,high
One More Time,Daft Punk,Discovery,3/12/2001,electronic,EDM Hits,modern,5.34,0.133,0.613,0.697,1,0,0.476,2,122.7,-8.6,0.019,0.332,74,high
Veridis Quo,Daft Punk,Discovery,3/12/2001,electronic,Vaporwave Essentials,vaporwave,5.75,0.045,0.605,0.687,0,0.949,0.12,9,106.9,-13.9,0.479,0.104,70,high
Voyage voyage,Desireless,François,1/2/2001,electronic,French Touch,french,4.44,0.035,0.606,0.913,0,0.00696,0.838,8,123.6,-6,0.246,0.34,70,high
Wherever You Will Go,The Calling,Camino Palmero,1/1/2001,pop,Soft Pop Hits,soft,3.48,0.027,0.558,0.719,1,0,0.371,2,112,-5.1,0.037,0.115,74,high
Lady - Hear Me Tonight,Modjo,Modjo (Remastered),1/1/2001,pop,Throwback Party,throwback,5.12,0.038,0.72,0.808,1,0.0293,0.869,6,126,-5.6,0.008,0.063,77,high
Fat Lip,Sum 41,"All Killer, No Filler",1/1/2001,punk,Pop Punk Powerhouses,pop punk,2.97,0.142,0.403,0.914,1,0,0.626,9,196.5,-5.2,0.001,0.065,73,high
First Date,blink-182,Take Off Your Pants And Jacket,1/1/2001,punk,Pop Punk Powerhouses,pop punk,2.86,0.041,0.579,0.928,1,0,0.882,0,95.6,-4.3,0.001,0.18,74,high
The Rock Show,blink-182,Take Off Your Pants And Jacket,1/1/2001,punk,Pop Punk Powerhouses,pop punk,2.86,0.087,0.409,0.959,1,0,0.83,9,193.1,-4.6,0,0.077,69,high
Only Time,Enya,A Day Without Rain,11/11/2000,blues,Classic Blues,classic,3.64,0.03,0.418,0.249,1,0.661,0.213,3,82.8,-13.7,0.841,0.112,71,high
Ms. Jackson,Outkast,Stankonia,10/31/2000,pop,Throwback Party,throwback,4.51,0.269,0.843,0.806,0,0,0.613,4,94.9,-5.9,0.143,0.077,81,high
Yellow,Coldplay,Parachutes,7/10/2000,pop,Global Top 50,global,4.45,0.028,0.429,0.661,1,0.00012,0.285,11,173.4,-7.2,0.002,0.234,89,high
Sparks,Coldplay,Parachutes,7/10/2000,ambient,Dark Academia,academic,3.78,0.028,0.371,0.268,1,0.0517,0.165,1,102.6,-10.5,0.748,0.104,85,high
Ride Wit Me,"Nelly, City Spud",Country Grammar,6/27/2000,pop,Throwback Party,throwback,4.86,0.048,0.85,0.7,1,0,0.724,7,101.9,-6.5,0.061,0.244,75,high
Stan,"Eminem, Dido",The Marshall Mathers LP,5/23/2000,blues,Classic Blues,classic,6.74,0.238,0.78,0.768,0,0,0.507,6,80.1,-4.3,0.037,0.518,79,high
Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,5/16/2000,pop,Throwback Party,throwback,3.52,0.044,0.751,0.834,0,0.00002,0.894,1,95.1,-5.4,0.3,0.355,79,high
Bye Bye Bye,*NSYNC,No Strings Attached,3/21/2000,pop,Throwback Party,throwback,3.34,0.052,0.614,0.928,0,0.00104,0.879,8,172.7,-4.8,0.041,0.085,74,high
In the End,Linkin Park,Hybrid Theory (Bonus Edition),1/1/2000,pop,Global Top 50,global,3.61,0.058,0.556,0.864,0,0,0.4,3,105.1,-5.9,0.01,0.209,88,high
I Just Called To Say I Love You,Stevie Wonder,At The Close Of A Century,11/23/1999,korean,K-Drama OSTs,drama,4.37,0.024,0.748,0.551,1,0,0.65,1,113.5,-9.1,0.243,0.094,74,high
Still D.R.E.,"Dr. Dre, Snoop Dogg",2001,11/16/1999,hip-hop,90s Hip-Hop,90s,4.51,0.234,0.816,0.775,1,0.00031,0.527,11,93.4,-3.3,0.16,0.054,81,high
Learn to Fly,Foo Fighters,There Is Nothing Left To Lose,11/2/1999,rock,Rock Classics,classic,3.92,0.041,0.465,0.919,1,0.00002,0.537,4,136,-4,0,0.262,73,high
Doomsday,"MF DOOM, Pebbles The Invisible Girl",Operation: Doomsday (Complete),10/19/1999,hip-hop,Chill Hop,chill,4.97,0.334,0.856,0.84,0,0,0.792,6,95.4,-7.7,0.097,0.077,72,high
Say My Name,Destiny's Child,The Writing's On The Wall,7/27/1999,blues,Classic Blues,classic,4.52,0.102,0.713,0.678,0,0,0.734,5,138,-3.5,0.273,0.149,78,high
Mambo No. 5 (a Little Bit of...),Lou Bega,A Little Bit of Mambo,7/19/1999,pop,Throwback Party,throwback,3.67,0.408,0.622,0.807,0,0,0.892,5,174.1,-6.8,0.103,0.306,75,high
Californication,Red Hot Chili Peppers,Californication (Deluxe Edition),6/8/1999,rock,Rock Classics,classic,5.5,0.027,0.592,0.767,0,0.00165,0.328,9,96.5,-2.8,0.002,0.127,81,high
Otherside,Red Hot Chili Peppers,Californication (Deluxe Edition),6/8/1999,rock,Alternative Rock,alternative,4.26,0.057,0.458,0.795,1,0.0002,0.513,0,123.2,-3.3,0.003,0.076,81,high
Scar Tissue,Red Hot Chili Peppers,Californication (Deluxe Edition),6/8/1999,rock,Alternative Rock,alternative,3.6,0.03,0.595,0.717,1,0.00274,0.547,0,89,-4.8,0.078,0.108,82,high
All The Small Things,blink-182,Enema Of The State,6/1/1999,punk,Pop Punk Powerhouses,pop punk,2.78,0.049,0.434,0.897,1,0,0.685,0,148.7,-4.9,0.01,0.612,81,high
What's My Age Again?,blink-182,Enema Of The State,6/1/1999,punk,Pop Punk Powerhouses,pop punk,2.47,0.069,0.391,0.951,1,0.00045,0.468,6,157.7,-7.4,0.012,0.088,77,high
Adam's Song,blink-182,Enema Of The State,6/1/1999,punk,Pop Punk Powerhouses,pop punk,4.16,0.035,0.52,0.775,1,0,0.383,0,136,-5.8,0.034,0.364,71,high
My Own Worst Enemy,Lit,A Place In The Sun,2/22/1999,punk,Pop Punk Powerhouses,pop punk,2.82,0.064,0.494,0.946,1,0,0.741,4,103.4,-2.8,0.001,0.398,74,high
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),1/12/1999,pop,Throwback Party,throwback,3.52,0.031,0.759,0.699,0,0.00013,0.907,0,93,-5.7,0.202,0.443,81,high
Livin' la Vida Loca,Ricky Martin,Ricky Martin,1/1/1999,pop,Throwback Party,throwback,4.05,0.048,0.425,0.954,0,0,0.933,1,178,-3.8,0.004,0.056,73,high
Luz De Dia,Los Enanitos Verdes,Nectar,1/1/1999,rock,Spanish Rock Classics,spanish,4.48,0.03,0.657,0.447,1,0.00105,0.523,0,122,-13.1,0.478,0.1,70,high
El Listón De Tu Pelo,Los Ángeles Azules,Una Lluvia De Rosas,1/1/1999,latin,Cumbia Classics,cumbia,3.6,0.048,0.695,0.432,0,0,0.765,11,81.1,-8.2,0.312,0.296,71,high
17 Años,Los Ángeles Azules,Una Lluvia De Rosas,1/1/1999,latin,Cumbia Classics,cumbia,3.02,0.053,0.738,0.483,1,0,0.774,0,90.9,-9.1,0.467,0.086,68,high
Doo Wop (That Thing),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,8/25/1998,hip-hop,90s Hip-Hop,90s,5.34,0.245,0.535,0.505,0,0,0.495,2,99.9,-8.9,0.039,0.092,74,high
Freak On a Leash,Korn,Follow The Leader,8/18/1998,metal,Metal Essentials,classic,4.26,0.052,0.353,0.898,1,0.105,0.525,2,103.3,-5.9,0,0.39,77,high
Music Sounds Better With You - Radio Edit,"Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter",Music Sounds Better With You,7/20/1998,pop,Throwback Party,throwback,4.35,0.337,0.729,0.662,0,0.208,0.359,5,124.1,-7.2,0.001,0.305,72,high
The Boy Is Mine,"Brandy, Monica",Never Say Never,5/29/1998,r&b,R&B Hits,modern,4.91,0.039,0.704,0.707,0,0.00106,0.761,1,93.1,-6.5,0.539,0.318,73,high
Fly Away,Lenny Kravitz,5,5/12/1998,rock,Rock Classics,classic,3.69,0.048,0.587,0.872,1,0,0.735,7,159.9,-5.1,0.018,0.622,73,high
Still Not a Player (feat. Joe) - Radio Version,"Big Pun, Joe",Capital Punishment,4/28/1998,hip-hop,90s Hip-Hop,90s,3.95,0.312,0.9,0.62,0,0.00156,0.867,4,94.1,-6.5,0.2,0.065,72,high
You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,1/1/1998,rock,Feel Good Indie Rock,feel-good,5.01,0.03,0.621,0.901,1,0,0.744,2,114,-5.4,0.17,0.088,74,high
Dragula,Rob Zombie,Hellbilly Deluxe,1/1/1998,metal,Metal Essentials,classic,3.71,0.068,0.59,0.963,0,0.00011,0.586,0,125,-6.5,0,0.078,77,high
Iris,The Goo Goo Dolls,Dizzy up the Girl,1/1/1998,pop,Global Top 50,global,4.83,0.036,0.315,0.715,0,0.00001,0.497,11,155.9,-8.1,0.001,0.094,87,high
Believe,Cher,Believe,1/1/1998,pop,Throwback Party,throwback,3.98,0.055,0.652,0.917,1,0,0.459,6,133,-6.7,0.008,0.051,78,high
So Into You,Tamia,Tamia,1/1/1998,blues,Classic Blues,classic,4.36,0.035,0.656,0.479,0,0.00272,0.708,7,184.4,-7.1,0.067,0.168,69,high
Agua,Jarabe De Palo,Depende,1/1/1998,rock,Spanish Rock Classics,spanish,4.24,0.033,0.715,0.358,1,0.0133,0.742,5,145.8,-15.5,0.743,0.104,68,high
"Freed From Desire - prod. Molella, Phil Jay","Gala, Molella, Phil Jay",Come Into My Life (The Album),11/17/1997,pop,Throwback Party,throwback,3.56,0.049,0.704,0.861,0,0.0615,0.636,2,129,-4.2,0.587,0.099,75,high
My Own Summer (Shove It),Deftones,Around the Fur,10/27/1997,metal,Metal Essentials,classic,3.58,0.038,0.443,0.781,1,0.205,0.372,1,71.8,-4.3,0,0.166,77,high
Good Riddance (Time of Your Life),Green Day,Nimrod,10/14/1997,rock,Rock Classics,classic,2.56,0.03,0.475,0.432,1,0,0.648,7,94.6,-7.8,0.183,0.161,79,high
Where Is My Mind?,Pixies,Death to the Pixies,10/6/1997,rock,Alternative Rock,alternative,3.82,0.034,0.513,0.442,1,0.00084,0.243,4,81.2,-13.5,0.007,0.088,72,high
Miami,Will Smith,Big Willie Style,10/3/1997,pop,Throwback Party,throwback,3.29,0.15,0.877,0.534,1,0.00002,0.89,1,108.2,-6.2,0.034,0.044,72,high
Bitter Sweet Symphony - Remastered 2016,The Verve,Urban Hymns (Remastered 2016),9/29/1997,rock,Rock Classics,classic,5.95,0.048,0.356,0.917,1,0,0.518,9,171.2,-6,0.034,0.406,79,high
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,Backstreet's Back,8/12/1997,pop,Throwback Party,throwback,3.76,0.036,0.731,0.853,0,0,0.605,10,108,-4.2,0.035,0.268,74,high
Everlong,Foo Fighters,The Colour And The Shape,5/20/1997,rock,Rock Classics,classic,4.18,0.037,0.413,0.881,0,0.00031,0.364,11,158.1,-5.5,0,0.081,81,high
Hypnotize - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),3/4/1997,hip-hop,90s Hip-Hop,90s,3.83,0.28,0.901,0.697,1,0,0.67,9,93.9,-3.4,0.145,0.287,78,high
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"The Notorious B.I.G., Mase, Diddy",Life After Death (2014 Remastered Edition),3/4/1997,hip-hop,90s Hip-Hop,90s,4.29,0.076,0.845,0.884,0,0,0.904,6,104.5,-4.5,0.013,0.203,72,high
Song 2 - 2012 Remaster,Blur,Blur (Special Edition),2/10/1997,rock,Rock Classics,classic,2.02,0.068,0.674,0.789,1,0.00708,0.918,8,129.8,-6.9,0.002,0.075,78,high
Around the World,Daft Punk,Homework,1/17/1997,electronic,EDM Hits,modern,7.16,0.15,0.956,0.795,1,0.889,0.841,7,121.3,-5.3,0.004,0.091,71,high
Do For Love,2Pac,R U Still Down? [Remember Me],1/1/1997,hip-hop,90s Hip-Hop,90s,4.69,0.298,0.874,0.63,1,0.00479,0.717,1,95,-3.6,0.058,0.058,74,high
Barbie Girl,Aqua,Aquarium (Special Edition),1/1/1997,pop,Throwback Party,throwback,3.3,0.04,0.812,0.879,0,0.224,0.962,1,130,-11,0.017,0.365,74,high
All My Life,K-Ci & JoJo,Love Always,1/1/1997,blues,Classic Blues,classic,5.52,0.029,0.634,0.512,1,0,0.193,1,128,-8.7,0.114,0.059,68,high
Clavado en Un Bar,Maná,Sueños Líquidos,1/1/1997,rock,Spanish Rock Classics,spanish,5.18,0.037,0.634,0.854,1,0,0.564,11,148,-3.4,0.007,0.066,74,high
No Diggity,"Blackstreet, Dr. Dre, Queen Pen",Another Level,9/9/1996,pop,Throwback Party,throwback,5.08,0.288,0.867,0.646,0,0,0.67,1,88.6,-4.7,0.303,0.279,76,high
ATLiens,Outkast,ATLiens,8/27/1996,hip-hop,90s Hip-Hop,90s,3.84,0.269,0.918,0.734,0,0.00001,0.608,11,97,-2.8,0.03,0.191,70,high
Coco Jamboo,Mr. President,We See The Same Sun,5/17/1996,pop,Throwback Party,throwback,3.65,0.042,0.832,0.838,0,0,0.965,1,100,-5.4,0.079,0.152,72,high
Return of the Mack,Mark Morrison,Return of the Mack,4/22/1996,pop,Throwback Party,throwback,3.55,0.108,0.715,0.833,1,0,0.612,2,95.5,-5.4,0.006,0.164,73,high
It's All Coming Back to Me Now,Céline Dion,Falling into You,3/11/1996,blues,Classic Blues,classic,7.61,0.036,0.384,0.438,1,0,0.287,0,87.9,-9.1,0.753,0.101,72,high
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,Falling into You,3/11/1996,blues,Classic Blues,classic,4.56,0.033,0.615,0.467,1,0,0.177,1,119.9,-9.9,0.314,0.099,74,high
Wannabe,Spice Girls,Spice,1/1/1996,pop,Throwback Party,throwback,2.88,0.032,0.768,0.864,1,0,0.891,11,110,-6.1,0.101,0.162,79,high
Te quiero,Hombres G,Las baladas (Los singles vol II),1/1/1996,rock,Spanish Rock Classics,spanish,3.75,0.031,0.781,0.631,1,0.00285,0.909,2,112.5,-7.6,0.053,0.083,68,high
Piensa En Mí,Grupo Mojado,Sueño Y Realidad,1/1/1996,latin,Cumbia Classics,cumbia,2.95,0.046,0.72,0.538,1,0,0.805,10,80.1,-8.9,0.348,0.065,73,high
Como te extraño mi amor,Café Tacvba,Avalancha de éxitos,1/1/1996,rock,Spanish Rock Classics,spanish,3.58,0.037,0.791,0.759,1,0.00004,0.917,9,124.7,-5.7,0.082,0.099,69,high
I Got 5 On It,"Luniz, Michael Marshall",Operation Stackola,7/4/1995,hip-hop,90s Hip-Hop,90s,4.23,0.366,0.584,0.706,0,0,0.579,10,174,-7.9,0.209,0.125,73,high
You Are Not Alone,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",6/16/1995,blues,Classic Blues,classic,5.76,0.028,0.651,0.402,1,0.00008,0.258,11,119.9,-9.3,0.639,0.077,68,high
"Shook Ones, Pt. II",Mobb Deep,The Infamous,4/25/1995,hip-hop,90s Hip-Hop,90s,5.43,0.229,0.763,0.786,0,0.0114,0.504,10,93.9,-6.5,0.015,0.082,74,high
Survival of the Fittest,Mobb Deep,The Infamous,4/25/1995,hip-hop,90s Hip-Hop,90s,3.74,0.268,0.813,0.703,0,0,0.241,11,94.8,-5.1,0.125,0.237,68,high
Dear Mama,2Pac,Me Against The World,3/14/1995,hip-hop,90s Hip-Hop,90s,4.67,0.103,0.773,0.54,1,0,0.322,6,84.1,-7.1,0.371,0.131,68,high
1979 - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),1/1/1995,rock,Rock Classics,classic,4.44,0.033,0.767,0.787,1,0.583,0.964,3,126.9,-9.9,0.016,0.051,77,high
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),1/1/1995,rock,Rock Classics,classic,4.31,0.062,0.404,0.72,0,0.836,0.475,10,121.9,-9.2,0,0.047,73,high
Check Yo Self - Remix,"Ice Cube, Das EFX",Bootlegs And B-Sides,11/22/1994,hip-hop,90s Hip-Hop,90s,4.55,0.251,0.934,0.735,1,0.00001,0.768,1,101.4,-6.7,0.031,0.107,69,high
All I Want for Christmas Is You,Mariah Carey,Merry Christmas,10/28/1994,pop,Global Top 50,global,4.02,0.038,0.336,0.627,1,0,0.35,7,150.3,-7.5,0.164,0.071,87,high
Blind,Korn,Korn,10/11/1994,metal,Metal Essentials,classic,4.3,0.178,0.283,0.891,1,0.0038,0.226,2,92,-8.2,0.007,0.159,68,high
Juicy - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),9/13/1994,hip-hop,90s Hip-Hop,90s,5.05,0.253,0.889,0.818,1,0,0.782,9,96.1,-4.6,0.47,0.179,73,high
